אייקון,יום,תאריך,שם המקום,קטגוריות לסינון,עדיפות,מיקום במפה,מזג אוויר אידיאלי,תיאור ומה ניתן לעשות,תחבורה והגעה ליעד,אזור במסלול,טווח שעות מומלץ,זמן מוערך,ימי סגירה / הערות חשובות,עלות משוערת (₪ ו-¥),איך ומתי להזמין,קישור,משך נסיעה מהיעד הקודם,ניווט גוגל מפות (מהיעד הקודם),סיכון,מתקנים ודרישות,מה צריך להכין מראש
🏠,12 (שבת),24/10/2026,🏠 Hostel Gion SORA (Kyoto),לינה | הוסטל,⭐⭐⭐⭐⭐ חובה,"427 Rinkacho, Higashiyama Ward, Kyoto",הכל (מקורה),"לילה אחרון בקיוטו: חזרה מהירה ובטוחה להוסטל לאחר בילוי מוצאי שבת.

• ארגון ואריזה לקראת עזיבת העיר מחר בבוקר.

[חלון זמן צ'ק-אאוט מחר: עד 10:00].

[רמת עומס: 🟢 קל]

💡 Plan B: אין צורך — זו נקודת לינה/מנוחה קבועה שכבר הוזמנה.

🍽️ פתרון תזונה: ארוחת ערב/בוקר בהכנה עצמאית בדירה או שאריות מהיום.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק — לצריכה לפי הצורך.

🔍 לסינון: לינה",חזרה רגלית נוחה או נסיעה קצרה.,קיוטו - גיון,23:00 - 08:30,לינה,,0 ₪,✅ כבר הוזמן מראש.,"רשמי: https://www.booking.com/
Klook: https://www.klook.com/search/result/?query=Hostel%20Gion%20SORA
Trip: https://www.trip.com/things-to-do/list?pagetype=city&keyword=Hostel%20Gion%20SORA&kwdfrom=srch&ext-searchpage=1
KKday: https://www.kkday.com/en/product/productlist/Hostel%20Gion%20SORA
GetYourGuide: https://www.getyourguide.com/s?q=Hostel+Gion+SORA
Pelago: https://www.pelago.co/en-US/search/?keyword=Hostel%20Gion%20SORA",≈ 15 דקות באוטובוס או מונית,https://www.google.com/maps/dir/?api=1&origin=teamLab+Biovortex+Kyoto&destination=427+Rinkacho+Kyoto,,⚠️ שירותים,✓ ארגון התיק הקטן ועזיבה מחר




🎋,13 (ראשון),25/10/2026,Arashiyama Bamboo Grove,טבע ופארקים | יער במבוק,⭐⭐⭐⭐⭐ חובה,"Sagatenryuji Susukinobabacho, Ukyo Ward, Kyoto",☀️ שמש (ראות יפה בבוקר),"יער הבמבוק המפורסם באראשייאמה:

• הליכת בוקר פסטורלית בין קני במבוק עצומים. חובה להישאר אך ורק על השביל הציבורי הסלול והמרכזי (חילוני) ולא להיכנס למקדשים!
• המזוודה ממתינה לך בהוסטל. קח איתך את תיק הגב לאורך היום.

[רמת עומס יומית: 🔴 קשה - יום המופע באוסקה].

[בוקר רגוע אבל מוקדם!: קום מוקדם יותר (באזור 06:45), תפילה, ארוחת בוקר בהוסטל. צא באזור 07:30 כדי להקדים את הלו""ז למען המופע].

🍽️ פתרון תזונה יומי: ארוחה קלה ומצברים בהוסטל, צהריים/ערב בסביבת המופע.

🥤 שילוב חלבון: שייק חלבון לאחר המופע כשחוזרים לדירה באוסקה.

💡 Plan B גשם: אם יורד גשם כבד — קיצור ההליכה ומעבר למתחם מקורה סמוך.

🔍 לסינון: פארק / טבע","מתחנת Kyoto המרכזית קח את קו JR Sagano Line ישירות לתחנת Saga-Arashiyama.

[יציאה מומלצת: יציאה יחידה]",קיוטו - אראשייאמה,08:15 - 09:30,שעה ורבע,,חינם,🚶‍♂️ אין צורך להזמין מראש (לשביל הציבורי).,https://www.japan-guide.com/e/e3912.html,≈ 45 דקות ברכבת,https://www.google.com/maps/dir/?api=1&origin=427+Rinkacho+Kyoto&destination=Arashiyama+Bamboo+Grove,,⚠️ שירותים,✓ מצלמה | ✓ Power Bank וכבל

🎋,13 (ראשון),25/10/2026,Kimono Forest,אטרקציה | אמנות רחוב,⭐⭐⭐⭐ מומלץ,"Arashiyama, Kyoto",☀️ שמש / ☁️ מעונן,"יער הקימונו: הליכה בין עמודי תאורה מעוצבים בבדי קימונו מסורתיים. יפהפה גם באור יום וממוקם ממש בתוך תחנת הרכבת על הדרך שלך לרכבת הנופית!

[רמת עומס: 🟢 קל]

💡 Plan B גשם: התצוגה פתוחה, אבל אפשר לחלוף עם מטרייה.

🍽️ פתרון תזונה: תוכנן מראש להמשך היום.

🥤 שילוב חלבון: חטיף חלבון בתיק.

🔍 לסינון: אטרקציה / אומנות","ממוקם ישירות בתוך תחנת הרכבת Randen Arashiyama Station.",קיוטו - אראשייאמה,09:30 - 09:45,15 דקות,,חינם,🚶‍♂️ אין צורך להזמין - שטח פתוח בתחנה.,https://www.discoverkyoto.com/places-go/kimono-forest/,≈ 5 דקות הליכה מיער הבמבוק,https://www.google.com/maps/dir/?api=1&origin=Arashiyama+Bamboo+Grove&destination=Kimono+Forest,,⚠️ שירותים,✓ מצלמה

🚂,13 (ראשון),25/10/2026,Sagano Scenic Railway,אטרקציה | רכבת נופית,⭐⭐⭐⭐⭐ חובה,"Sagatenryuji Kurumamichicho, Ukyo Ward, Kyoto",☀️ שמש / ☁️ מעונן,"הרכבת הנופית הרומנטית של סאגאנו:

• נסיעה ברכבת קלאסית פתוחה למחצה לאורך נהר ההוזו. סיום מושלם של בוקר קיוטו.

• נסיעה ברכבת קלאסית פתוחה למחצה לאורך נהר ההוזו. 💡 טיפ חזור חובה: הרכבת מורידה אותך בתחנת Torokko Kameoka. אל תחכה לרכבת חזור! צעד 10 דקות רגלית לתחנת JR Umahori, ומשם קח רכבת רגילה וישירה לתחנת קיוטו כדי להמשיך לאוסקה.

💡 Plan B גשם: הקרונות מקורים בחלקם, החוויה מתקיימת כסדרה.

💡 המלצת פלטפורמה קריטית: מומלץ להזמין דרך Klook. האתר הרשמי של רכבות JR West עמוס בבאגים עבור כרטיסי אשראי זרים וישראלים. Klook מונע את הבעיה הזו ונותן לך QR קוד בקלות!

[רמת עומס: 🟡 בינוני]

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: אכילת חטיף חלבון או שייק חלבון אישי במהלך הנסיעה הנופית (זמן מושלם לשבת מול הנוף ולהתענג על החלבון).

🔍 לסינון: תחבורה / אטרקציה","תחנת היציאה של הרכבת (Saga Torokko) צמודה לתחנת הרכבת JR Saga-Arashiyama. במרחק 15 דקות הליכה מיער הקימונו.

[הנחיית רכבת: ❌ כרטיס IC לא תופס, דורש כרטיס מוזמן].",קיוטו - אראשייאמה,10:00 - 11:15,שעה ורבע,,"20 ₪ (~1,100 ¥)","🚨 חובה להזמין מראש: מכירת הכרטיסים נפתחת בדיוק חודש מראש בתאריך 25/09/2026 בשעה 04:00 לפנות בוקר שעון ישראל (10:00 שעון יפן). תהיה מוכן להזמין לסלוט של 10:00!
⏰ התראה: קבע/י תזכורת ליום פתיחת ההזמנות 25/09/2026 + תזכורת הכנה יום לפני.",https://www.saganokanko.co.jp/en/,≈ 15 דקות הליכה,https://www.google.com/maps/dir/?api=1&origin=Kimono+Forest&destination=Saga+Torokko+Station,,⚠️ שירותים,✓ כרטיס Klook זמין | ✓ Power Bank וכבל

🎟️,13 (ראשון),25/10/2026,הדפסת כרטיס למופע (FamilyMart / Seven Eleven),לוגיסטיקה | שירותים ומנהלה,⭐⭐⭐⭐⭐ חובה,"Nipponbashi, Osaka",הכל (מקורה),"הדפסת כרטיס המופע הפיזי של LiSA (הוקדם ללפני המנוחה!):
• אחרי שסיימת את הרכבת בקיוטו (11:15), אספת מזוודה מגיון, ונסעת לאוסקה (הגעה סביב 13:30), גש קודם כל לחנות הנוחות ליד הדירה.
• הזן את הקוד, והקופאי ידפיס לך את הכרטיס הפיזי. עשה זאת עכשיו כדי שלא תצטרך לצאת למכונה האוטומטית (FamiPort או Loppi) לזה מאוחר יותר.

[רמת עומס: 🟡 בינוני]

💡 Plan B: אם המכונה תקולה — מעבר לסניף 7-Eleven או FamilyMart סמוך.

🍽️ פתרון תזונה: תוכנן מראש להמשך היום במנוחה.

🥤 שילוב חלבון: חטיף חלבון בתיק.

🔍 לסינון: לוגיסטיקה / קניות","הליכה קצרה מתחנת Nippombashi בדרך לדירה.",אוסקה - נאמבה,13:45 - 14:00,15 דקות,,חינם,🚶‍♂️ ביצוע במקום באמצעות קוד ההזמנה מהמייל.,https://www.family.co.jp/,≈ שעתיים וחצי (רכבות + איסוף מזוודה),https://www.google.com/maps/search/?api=1&query=Convenience+Store+Nipponbashi,,⚠️ שירותים,✓ קוד איסוף כרטיסים זמין בנייד | ✓ דרכון

🏠,13 (ראשון),25/10/2026,🏠 MORI Apartment (Osaka),לינה | דירה,⭐⭐⭐⭐⭐ חובה,"2 Chome-10-7 Nipponbashi, Chuo Ward, Osaka",הכל (מקורה),"מנוחה מלאה וישירה בדירת אוסקה לפני המופע:

• עכשיו כשהכרטיס המודפס אצלך בכיס, כנס לדירה לשעה וחצי רצופות של מנוחה מוחלטת במיטה לצבירת אנרגיה למופע! (אם יש בעיית צ'ק-אין לפני 15:00, תאם מראש הנחת מזוודות).

[רמת עומס: 🟢 קל]

💡 Plan B: אין צורך — זו נקודת לינה/מנוחה קבועה שכבר הוזמנה.

🍽️ פתרון תזונה: ארוחת צהריים/נשנוש במנוחה.

🥤 שילוב חלבון: חטיף/שייק חלבון זמין בתיק.

🔍 לסינון: לינה","הליכה של שתי דקות מחנות הנוחות.",אוסקה - נאמבה,14:00 - 15:30,שעה וחצי מנוחה!,,"406.80 ₪ (~21,627 ¥)",✅ כבר הוזמן מראש (בסיס לינה קבוע).,https://www.booking.com/,≈ 2 דקות הליכה,https://www.google.com/maps/dir/?api=1&origin=Convenience+Store+Nipponbashi&destination=2-10-7+Nipponbashi+Osaka,,⚠️ שירותים,✓ מנוחה יסודית לקראת המופע | ✓ Power Bank וכבל

🎤,13 (ראשון),25/10/2026,Grand Cube Osaka,תרבות ובידור | מופע חי,⭐⭐⭐⭐⭐ חובה,"5 Chome-3-51 Nakanoshima, Kita Ward, Osaka",הכל (מקורה),"המופע הענק: LiVE is Smile Always (LiSA) בגראנד קיוב אוסקה!

• חוויית קונצרט רוק מטורפת. אתה יוצא ב-15:30 מהדירה, נוסע 35 דקות ומגיע בול בזמן!

[מרווח ביטחון: הגעה להיכל ב-16:05, כ-25 עד 40 דקות לפני תחילת המופע!].

[רמת עומס: 🟡 בינוני]

💡 Plan B: מופע מוזמן מראש - חובה להגיע.

🍽️ פתרון תזונה: ארוחת ערב בסביבת האולם או חזרה בדירה.

🥤 שילוב חלבון: חטיף חלבון זמין בתיק.

🔍 לסינון: אטרקציה / מופע","מנאמבה קח את קו התחתית Midosuji לתחנת Hommachi, והחלף ל-🔵 Chuo לתחנת Nakanoshima (או מונית GO Taxi ב-35 ₪).

[יציאה מומלצת: יציאה 2]",אוסקה - מרכז,16:05 - 21:00,5 שעות,,0 ₪,✅ כבר הוזמן וטופל! (הכרטיס הפיזי הודפס ובידך).,https://www.gco.co.jp/en/,≈ 35 דקות נסיעה מהדירה,https://www.google.com/maps/dir/?api=1&origin=2-10-7+Nipponbashi+Osaka&destination=Grand+Cube+Osaka,,⚠️ שירותים,✓ כרטיס פיזי ביד! | ✓ בגדים קלילים לאולם (חם שם) | ✓ אטמי אוזניים (מומלץ) | ✓ Power Bank וכבל

🏠,13 (ראשון),25/10/2026,🏠 MORI Apartment (Osaka),לינה | דירה,⭐⭐⭐⭐⭐ חובה,"2 Chome-10-7 Nipponbashi, Chuo Ward, Osaka",הכל (מקורה),"חזרה מהירה ובטוחה לדירה באוסקה לאחר סיום המופע:

• השעה טובה מאוד כדי למנוע את דוחק חצות ברכבות.
• מנוחה, כביסה מהירה במכונת הדירה ושינה עמוקה לקראת מחר.

[רמת עומס: 🟢 קל]

💡 Plan B: אין צורך — זו נקודת לינה/מנוחה קבועה שכבר הוזמנה.

🍽️ פתרון תזונה: ארוחת ערב/בוקר בהכנה עצמאית בדירה או שאריות מהיום.

🥤 שילוב חלבון: שייק חלבון של אחרי המופע.

🔍 לסינון: לינה","נסיעה הפוכה ברכבות: קו Keihan מתחנת Nakanoshima חזרה דרומה אל רובע נאמבה/ניפומבאשי.",אוסקה - נאמבה,21:45 - 08:30,לינה,,0 ₪,✅ כבר הוזמן.,https://www.booking.com/,≈ 35 דקות רכבת,https://www.google.com/maps/dir/?api=1&origin=Grand+Cube+Osaka&destination=2-10-7+Nipponbashi+Osaka,,⚠️ שירותים,✓ הפעלת מכונת כביסה אם צריך | ✓ Power Bank וכבל




🧳,14 (שני),26/10/2026,משלוח מזוודה ל-Narita,לוגיסטיקה | שילוח ציוד,⭐⭐⭐⭐⭐ חובה,"2 Chome-10-7 Nipponbashi, Chuo Ward, Osaka",הכל (מקורה),"לוגיסטיקה חובה (Ta-Q-Bin): שילוח המזוודה העיקרית ישירות לטרמינל 2 בנריטה.

📦 לוגיסטיקת סירים: המזוודה נשלחת כעת. את הסירים שים בתיק בד קטן שיישאר איתך לאוסקה, לטובת בישול בדירה.

💡 שימוש חובה בזיפלוק/גופיה: הכנס את כל הנוזלים, השמפו, והקרמים לתוך שקיות זיפלוק אטומות וסגור היטב לפני האריזה במזוודה, למניעת נזילות כתוצאה מלחץ וטלטולי המשלוח!

✈️ פרטי המשלוח למילוי בטופס שדה תעופה (Airport Ta-Q-Bin):
• שדה תעופה: Narita International Airport (NRT)
• טרמינל: Terminal 2 (Yamato Counter)
• תאריך טיסה (Departure): 29/10/2026
• שעת המראה: 21:30

🚨 מה חובה להוציא מהמזוודה (ל-4 הימים הנותרים):
1. בגדים נקיים להחלפה לכל הימים הנותרים.
2. נעלי ספורט נוחות במיוחד (ליום האקסטרים מחר ופארק אואנו).
3. כלי רחצה.
4. סוללות ניידות ומטענים (כולל מתאם שקע - קריטי לאוטובוס לילה!).
5. דרכון, כרטיס טיסה וכרטיסי האשראי.
6. שמור את קבלת המשלוח - תצטרך אותה כדי לאסוף את המזוודה בנריטה!
7. אוכל כשר שהכנת / חטיפים למשך היומיים הללו.

🚨 חובה לשמור את הקבלה לאיסוף!

[רמת עומס יומית: 🟡 בינוני - ציר דרום אוסקה הליניארי].

🍽️ פתרון תזונה יומי: קניות בשוק קורומון לטובת בישול ארוחת ערב בדירה.

🍫 שילוב חלבון: חטיף חלבון בתצפית אבנו הרוקאס לקראת השקיעה.

💡 Plan B: אם הדלפק סגור/עמוס — ביצוע הפעולה בקומביני או דלפק חלופי סמוך.

🔍 לסינון: לוגיסטיקה","ביצוע השילוח בדלפק Yamato או Seven Eleven קרוב באותו רחוב.",אוסקה - נאמבה,09:45 - 10:15,30 דקות,,"70 ₪ (~3,800 ¥)",🚶‍♂️ אין צורך להזמין מראש: מילוי טופס שילוח לשדה.,https://www.kuronekoyamato.co.jp/ytc/en/,≈ 5 דקות הליכה מפתח הדירה,https://www.google.com/maps/dir/?api=1&origin=2-10-7+Nipponbashi+Osaka&destination=2-10-7+Nipponbashi+Osaka,,⚠️ שירותים,✓ בגדים להחלפה ל-4 ימים | ✓ ציון טרמינל 2 בטופס | ✓ שמירת קבלת שילוח לאיסוף! | ✓ Power Bank וכבל

🍽️,14 (שני),26/10/2026,Kuromon Ichiba Market,קניות | שוק אוכל,⭐⭐⭐⭐ מומלץ,"2 Chome-4-1 Nipponbashi, Chuo Ward, Osaka",הכל (מקורה),"שוק האוכל קורומון:

• שוק רחוב מקורה ותוסס. נמצא במרחק פסיעה מהדירה (חילוני לחלוטין). אופציה מעולה לקנות פה מוצרים טריים לבישול בדירה. העוגן הראשון של הבוקר!

💡 אופציה מעולה לקנות פה מוצרים טריים לבישול בדירה (דגים טריים לסשימי, ירקות) להמשך היום - אותם תוכל לבשל עם הציוד שהשארת בתיק המתקפל!

💡 שימוש בשקיות זיפלוק/גופיה: השתמש בשקית זיפלוק כפח אשפה אישי לזמן הסיור בשוק למניעת לכלוך.

[רמת עומס: 🟡 בינוני]

💡 Plan B גשם: השוק מקורה ברובו; אם עמוס — קיצור הסיבוב וקנייה ממוקדת.

🍽️ פתרון תזונה: מכוסה בתכנון היומי — אוכל כשר שהוכן/נרכש מראש או חטיפים מהתיק.

🥤 שילוב חלבון: אכילת חטיף חלבון איכותי תוך כדי סיור בשוק (זמן מושלם לשילוב חלבון לפני המשך היום).

🔍 לסינון: קניות / שוק / אוכל",הליכה רגלית קצרה של כ-3 דקות מהדירה אל תוך סמטאות השוק.,אוסקה - נאמבה,10:15 - 11:30,שעה ורבע,,"כניסה: 0₪ | קניות (אופציונלי): 150 ₪ (~8,100 ¥)",🚶‍♂️ אין צורך להזמין מראש: סיור חופשי בשוק.,https://kuromon.com/en/,≈ 5 דקות הליכה מסניף השילוח,https://www.google.com/maps/dir/?api=1&origin=2-10-7+Nipponbashi+Osaka&destination=Kuromon+Ichiba+Market,,⚠️ שירותים,✓ מזומן דק | ✓ Power Bank וכבל
